,News,Tweet,Compound,Positive,Negative,Neutral,Tweet Ago
382,Fox News,".@repcleaver: “Both sides, Republicans and Democrats, went into the hearing saying, ‘the other side has a closed mi… https://t.co/aqf5rfYE9x",0.0,0.0,0.0,1.0,83
383,Fox News,Graham says McCain's anger at Kavanaugh hearing 'would have made me look like a choir boy' https://t.co/cRKfSPBbPY,-0.296,0.124,0.183,0.693,84
384,Fox News,"TOMORROW: @benshapiro breaks down the Kavanaugh accusations, the hearings and D.C. hypocrisy on the second edition… https://t.co/kJkVzzybcw",-0.3182,0.0,0.126,0.874,85
385,Fox News,.@GriffJenkins is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/Lqu82OcuQD,0.0,0.0,0.0,1.0,86
386,Fox News,Bride surprises groom with first look at his mother’s grave https://t.co/RNgniKBo89,-0.1779,0.141,0.193,0.667,87
387,Fox News,.@SteveDoocy and his new ‘The Happy Cookbook’ -- Want an instant happy place? Make a pot roast! https://t.co/Z1up344276,0.8398,0.391,0.0,0.609,88
388,Fox News,JUST IN: Two police officers dead following confrontation in Mississippi https://t.co/VYRX0Q1rmg,-0.765,0.0,0.423,0.577,89
389,Fox News,Shark in Bahamas tries eating fisherman's boat motor https://t.co/Suc975UA9b,0.0,0.0,0.0,1.0,90
390,Fox News,".@RepGoodlatte: “I issued a subpoena to the Justice Department, compelling them to issue the McCabe memos to the Co… https://t.co/WUYJaTUAwZ",0.6486,0.238,0.0,0.762,91
391,Fox News,".@RajShah45: “To reassure certain senators, the president has ordered this supplemental FBI probe.” https://t.co/akpqU5c3DU",0.5423,0.273,0.0,0.727,92
392,Fox News,".@RajShah45: “To reassure certain senators, the president has ordered this supplemental FBI probe.” https://t.co/AdMpCaO0bB",0.5423,0.273,0.0,0.727,93
393,Fox News,"Wanda Sykes' Trump jokes lead to heckling, walkouts https://t.co/2QiOEGpXMd",0.0772,0.187,0.159,0.654,94
394,Fox News,RT @foxnation: Word is spreading fast about Fox Nation! Watch our new national ad and be sure to sign up for updates: https://t.co/N6LRGAVR…,0.3802,0.105,0.0,0.895,95
395,Fox News,"Brandon Judd: “Of all people that should want to secure the border, it should be the Democrats because this is a ra… https://t.co/QDBnupEnrx",0.4019,0.156,0.0,0.844,96
396,Fox News,NBA legend Kobe Bryant seen helping drivers involved in car accident https://t.co/CIaC7n6J1g,-0.2263,0.144,0.203,0.654,97
397,Fox News,.@JessicaTarlov: “I’m happy that there will be an FBI investigation and I think that was the only responsible thing… https://t.co/yyppdDLCEh,0.7184,0.261,0.0,0.739,98
398,Fox News,"SUNDAY: Don't miss Kentucky Gov. @MattBevin on ""Life, Liberty and Levin"" hosted by @marklevinshow. Tune in at 11p E… https://t.co/j2GutFMnf4",0.5919,0.212,0.0,0.788,99
399,Fox News,The Miami Police Department just got the coolest cop car ever https://t.co/Y5DFlK2fqe,0.0,0.0,0.0,1.0,100
400,The New York Times,"U.S. Weighed Penalizing El Salvador Over Support for China, Then Backed Off https://t.co/TkBOYa8uPO",0.4215,0.257,0.0,0.743,1
401,The New York Times,"Christine Blasey Ford's composed, but wrenching, testimony was ""a stark reminder of the gender dynamics, and mental… https://t.co/JcSJ1sduYP",0.3919,0.135,0.0,0.865,2
402,The New York Times,Here are 3 things an FBI investigation into Christine Blasey Ford's allegations against Kavanaugh could clear up. https://t.co/kzlrRZksSG,0.3818,0.14,0.0,0.86,3
403,The New York Times,"Japan’s Mothers Go Back to Work, but Find the Opportunities Lacking https://t.co/N6tX0JO4vJ",0.5267,0.236,0.0,0.764,4
404,The New York Times,"On Crowded London Streets, Councils Fight a Flood of Phone Boxes https://t.co/NYg9Yxk2Vz",-0.3818,0.0,0.206,0.794,5
405,The New York Times,"In the Connecticut wilderness, a Portuguese hotel designer has created an unexpected respite that retains the magic… https://t.co/7O77L21MyG",0.25,0.111,0.0,0.889,6
406,The New York Times,Warren Says She Will Take ‘A Hard Look’ at Running for President in 2020 https://t.co/L34wqV5e2M,-0.1027,0.0,0.091,0.909,7
407,The New York Times,Senator Elizabeth Warren says she would “take a hard look” at running for president in 2020 and called on the natio… https://t.co/OTvefIubRm,-0.1027,0.0,0.065,0.935,8
408,The New York Times,Roast a chicken and you know you have a comfortable meal https://t.co/fCEZkKuow9,0.5106,0.268,0.0,0.732,9
409,The New York Times,"Yankees 8, Red Sox 5: Yankees Send One Over the Fence and Into the Record Book https://t.co/Nw6IAy9L6h",0.0,0.0,0.0,1.0,10
410,The New York Times,"With all of its emotion and anger, the fight over Brett Kavanaugh’s nomination shows the power — and limitations —… https://t.co/noh4jNNSNi",-0.743,0.0,0.259,0.741,11
411,The New York Times,Why I Love Reality Television https://t.co/AGqWcEkMpq,0.6369,0.512,0.0,0.488,12
412,The New York Times,"The ancient roads, pyramids and houses revealed by laser mapping are forcing researchers to reevaluate what they th… https://t.co/baWBR8vmel",0.0,0.0,0.0,1.0,13
413,The New York Times,"In KFC’s China Ads, Nuggets Are Served With Patriotism https://t.co/6NkG3Ummnl",0.0,0.0,0.0,1.0,14
414,The New York Times,RT @nytopinion: The battle between the competing moralisms behind the Kavanaugh hearings risks becoming an all-out war between the sexes —…,-0.8225,0.0,0.323,0.677,15
415,The New York Times,"RT @nytimesworld: “Without any trust in the United States, there will be no confidence in our national security, and under such circumstanc…",0.8625,0.381,0.071,0.548,16
416,The New York Times,"The single best use of boneless, skinless chicken breasts? Make chicken francese, an Italian-American staple with l… https://t.co/RlGsumk7mI",0.6369,0.198,0.0,0.802,17
417,The New York Times,"As others fled amid a 7.5 magnitude earthquake, the last act of an air traffic controller in Palu, Indonesia was to… https://t.co/krLnJkGH9P",0.0,0.0,0.0,1.0,18
418,The New York Times,Breaking News: Elon Musk will step down as Tesla's chairman for 3 years and pay a $20 million fine in an S.E.C. set… https://t.co/BqwBhxl4xT,0.1027,0.078,0.06,0.862,19
419,The New York Times,RT @NYTScience: Their dad went to the moon and back. He wanted to know if they mowed the lawn. https://t.co/CFi9Hyye3a,0.0,0.0,0.0,1.0,20
420,The New York Times,"Train stations, some remade and others crumbling, reflect the trajectories of their towns and cities. See what we f… https://t.co/icEIVfkdLi",0.0,0.0,0.0,1.0,21
421,The New York Times,"In Opinion

Op-Ed contributor Rebecca Traister writes, ""This political moment has provoked a period in which more a… https://t.co/2bLeiEnY5c",-0.2732,0.0,0.11,0.89,22
422,The New York Times,The clock has begun ticking on the one-week FBI investigation into sexual misconduct allegations made against Brett… https://t.co/2iTIWCs99o,0.0,0.0,0.0,1.0,23
423,The New York Times,A 2016 law in France penalized paying for sex instead of selling it. But some prostitutes say that law puts them in… https://t.co/Cr8QXhubCD,0.0,0.0,0.0,1.0,24
424,The New York Times,"After 45 years, more than 1,000 fights and some of the most lucrative and controversial matches of all time, HBO is… https://t.co/4mMsRAGgP2",-0.6159,0.0,0.201,0.799,25
425,The New York Times,"""Rarely has the reputation of a leader fallen so far, so fast."" Aung San Suu Kyi: Nobel laureate, democracy icon an… https://t.co/mZsqBBfYGG",-0.3612,0.0,0.111,0.889,26
426,The New York Times,Golf Digest and college students helped free a man wrongly convicted of murder. Here's the week in good news. https://t.co/yzDgXavDaQ,0.128,0.23,0.175,0.595,27
427,The New York Times,"A Sloan Kettering executive will give up his $1.4 million stake in a biotech start-up, as the hospital re-examines… https://t.co/0yV9ZY68y7",0.0,0.0,0.0,1.0,28
428,The New York Times,Text messages that were supposed to warn Indonesians of a possible tsunami were foiled when cellphone towers were d… https://t.co/A3nTUxRGuF,-0.1027,0.0,0.072,0.928,29
429,The New York Times,"He was always smiling, always laughing and running, like the average 4-year-old,” a neighbor said. “That’s why this… https://t.co/cZNILgbREW",0.8271,0.367,0.0,0.633,30
430,The New York Times,"In Opinion
Op-Ed contributor Sarah Hepola writes, ""I cannot know whether Judge Kavanaugh experienced a blackout. Bu… https://t.co/WYAFRRh0Mq",0.0,0.0,0.0,1.0,31
431,The New York Times,"Did you stay up to date this week? Find out with this week's news quiz.
https://t.co/RrFhnBzf7H",0.0,0.0,0.0,1.0,32
432,The New York Times,"The booming housing market is slowing down. Years of breakneck price increases have outpaced wages, and buyers have… https://t.co/L4av1FXzA9",0.0,0.0,0.0,1.0,33
433,The New York Times,"With their indignant eruptions in the Senate, Brett Kavanaugh and Lindsey Graham took a page from President Trump's… https://t.co/Y6GaKJHoMP",-0.4215,0.0,0.141,0.859,34
434,The New York Times,RT @nytimesbusiness: The White House Council of Economic Advisers calculates that increasingly generous paid leave benefits mean that the a…,0.6908,0.245,0.05,0.705,35
435,The New York Times,"Organizers have announced a date for the 2019 Women's March, which will be held in Washington with sister demonstra… https://t.co/6b1sZxT5RE",0.0,0.0,0.0,1.0,36
436,The New York Times,The invisible recession: A major economic event in 2016 escaped much public notice. But its impact was huge. https://t.co/HkKRiSBiOw,0.2617,0.141,0.091,0.767,37
437,The New York Times,"Our 52 Places Traveler visits the Italian Dolomites and finds mountains like a ""crowd of pious giants frozen in sto… https://t.co/w9KvaH0hgw",0.3612,0.116,0.0,0.884,38
438,The New York Times,Sign up to get the Race/Related newsletter by email https://t.co/j1V640Odl3,0.0,0.0,0.0,1.0,39
439,The New York Times,"""Black women’s feminist contributions are very often erased,"" the novelist Tayari Jones observed. But their influen… https://t.co/CG1Gty3FJw",0.0,0.0,0.0,1.0,40
440,The New York Times,"At this very moment, The Upshot and Siena College pollsters are making phone calls across America. You call follow… https://t.co/FEh7w3EIsH",0.0,0.0,0.0,1.0,41
441,The New York Times,"Christine Blasey Ford's composed, but wrenching, testimony was ""a stark reminder of the gender dynamics, and mental… https://t.co/QRAo9fYkb6",0.3919,0.135,0.0,0.865,42
442,The New York Times,A sleepless night and pressure from all sides: Inside the 24 hours that led Senator Jeff Flake to call to investiga… https://t.co/cnfYEQkQcE,-0.296,0.0,0.099,0.901,43
443,The New York Times,"RT @nytopinion: I never felt compelled to share my story before, because it is so common, because so many women have been through worse. Bu…",-0.2612,0.08,0.155,0.765,44
444,The New York Times,"Marty Balin, the founder, lead singer and songwriter for Jefferson Airplane and key member of Jefferson Starship, d… https://t.co/Soyr6U4eID",0.0,0.0,0.0,1.0,45
445,The New York Times,"Brett Kavanaugh’s testimony raised questions about his neutrality and temperament, threatening the already fragile… https://t.co/pyz4RGBCmF",-0.5267,0.0,0.195,0.805,46
446,The New York Times,"""I feel like it was a message being sent: 'Don’t be like Tara or you will end up like Tara,'"" one woman said of the… https://t.co/ZO6fAkjXHT",0.7579,0.254,0.0,0.746,47
447,The New York Times,The parents of this 6-year-old boy believed his speech difficulties were due to developmental delays. Then a dentis… https://t.co/ag4Kk6ekJ5,-0.296,0.0,0.115,0.885,48
448,The New York Times,"In a unanimous vote, Canadian lawmakers move to strip Daw Aung San Suu Kyi of her honorary citizenship https://t.co/KBI7JlUI2h",0.34,0.124,0.0,0.876,49
449,The New York Times,"Christine Blasey Ford’s searing testimony before the Senate Judiciary Committee, and Brett Kavanaugh’s furious resp… https://t.co/UjbN3YWdSi",-0.5719,0.0,0.198,0.802,50
450,The New York Times,"RT @NYTScience: “If you are too upset, you are crazy. If you are not upset enough, people don’t believe you were raped. So you have to be j…",-0.9042,0.0,0.337,0.663,51
451,The New York Times,"""They played football, they joined a fraternity, they drank and partied, and it's just part of Americana: That's ho… https://t.co/EG27RVgRnK",0.5859,0.22,0.0,0.78,52
452,The New York Times,"""The Simpsons"" is turning 30, and the Simpsons haven't aged a day. But they have evolved, as the culture has with t… https://t.co/ma5XF4aF1G",0.0,0.0,0.0,1.0,53
453,The New York Times,"California Republican Rep. Duncan Hunter, himself indicted for misuse of campaign funds, launches ad suggesting his… https://t.co/poEJN8D4dP",0.0,0.0,0.0,1.0,54
454,The New York Times,Here are 3 things an FBI investigation into Christine Blasey Ford's allegations against Kavanaugh could clear up. https://t.co/pYa7vXEijl,0.3818,0.14,0.0,0.86,55
455,The New York Times,"An earthquake and tsunami in Indonesia has killed nearly 400 people in one city alone, and the death toll could ris… https://t.co/McBorQCrn7",-0.886,0.0,0.354,0.646,56
456,The New York Times,"Today, be kind to yourself
https://t.co/t4zSIkZ2bA",0.5267,0.405,0.0,0.595,57
457,The New York Times,"Recently widowed, they each joined a college program designed to keep older adults active and social. There, they f… https://t.co/yZYzPPfzs4",-0.1027,0.118,0.136,0.746,58
458,The New York Times,"The Times fact-checked Brett Kavanaugh's hearing testimony about his drinking habits and whether friends had ""refut… https://t.co/5iwyo3W7fK",0.4767,0.162,0.0,0.838,59
459,The New York Times,"International readers from South Africa to Scotland told us that they watched the Kavanaugh hearing: ""I don’t think… https://t.co/fSnOcku47s",0.0,0.0,0.0,1.0,60
460,The New York Times,"Modern Love: ""I didn’t meet my girlfriend, Jessica, until 12 years after our daughter, Alice, was born. Let me expl… https://t.co/RK6UxTnkIo",0.6369,0.174,0.0,0.826,61
461,The New York Times,Scraps of a former NFL lineman’s diary found after his death offer a painful glimpse of a football player losing hi… https://t.co/dCXMjYGPjF,-0.8555,0.0,0.37,0.63,62
462,The New York Times,"How the FBI will investigate the Kavanaugh accusations
https://t.co/qAgTITm5RS",-0.3182,0.0,0.223,0.777,63
463,The New York Times,Facebook said that attackers exploited a weakness that enabled them to hijack the accounts of nearly 50 million use… https://t.co/07YBUT2bjk,-0.8591,0.0,0.373,0.627,64
464,The New York Times,"RT @nytopinion: Kavanaugh's performance on Thursday was right out of Norman Rockwell with a touch of ""Mad Men,"" writes @NYTimesCohen https:…",-0.4939,0.0,0.144,0.856,65
465,The New York Times,"Kids’ brainpower tied to exercise, sleep and limited screen time https://t.co/VfNqmeCgFt",-0.2263,0.0,0.16,0.84,66
466,The New York Times,"RT @nytrealestate: There's a reason why they call it ""staging a house"" - when you put your house on the market, it's not a place to live an…",0.0,0.0,0.0,1.0,67
467,The New York Times,"The Week in Good News: A Medical Breakthrough, a Sound Journey, Robyn https://t.co/KCUDQUwzUr",0.4404,0.225,0.0,0.775,68
468,The New York Times,Page to Screen: What to Read Before Heading to Movie Theaters This Fall https://t.co/FAqizfH6yk,0.0,0.0,0.0,1.0,69
469,The New York Times,"Chicken francese, sometimes called chicken French, is one of those rare restaurant dishes that's truly easy to cook… https://t.co/6dkng0Ttao",0.7003,0.254,0.0,0.746,70
470,The New York Times,Having all the right cholesterol numbers and staying active is no guarantee your heart is in great shape https://t.co/zGk7vB2zM4,0.765,0.338,0.085,0.577,71
471,The New York Times,"RT @RorySmith: A curious quote here, a bad result there, a slightly dodgy WiFi connection: it doesn’t take much to send Man Utd over the ed…",-0.4228,0.084,0.186,0.73,72
472,The New York Times,This one-pan shrimp enchiladas verde recipe is as simple to make as it is tasty https://t.co/Lmw7eO1XAA https://t.co/Je0c16XmFx,0.0,0.0,0.0,1.0,73
473,The New York Times,The New Birds and Bees: Teaching Kids About Boundaries and Consent https://t.co/mVrenFA8HP,0.2263,0.147,0.0,0.853,74
474,The New York Times,"“I don’t know who got a bigger fright: the seal, me or the octopus” https://t.co/gxayw44IQq",-0.3818,0.0,0.167,0.833,75
475,The New York Times,RT @nytimesworld: Seven men arrested in the Netherlands were arrested on charges of planning to attack a mass event with AK-47s and bomb be…,-0.9274,0.0,0.448,0.552,76
476,The New York Times,McKinsey &amp; Company is advising the Puerto Rican government on a financial overhaul to lighten its crippling debts.… https://t.co/E1uRYpKeLb,0.0,0.0,0.0,1.0,77
477,The New York Times,Breaking News: Nearly 400 people were killed when an earthquake and a tsunami struck the Indonesian island of Sulaw… https://t.co/4pQUmpMggT,-0.7579,0.0,0.277,0.723,78
478,The New York Times,A program intended to wipe away the student loans of qualifying public servants rejected more than 99% of those who… https://t.co/06as1CWjkT,-0.5106,0.0,0.148,0.852,79
479,The New York Times,RT @comradewong: 1. Secretary of State Mike Pompeo made a surprise announcement on the closing of the Basra consulate. Cited security reaso…,0.5423,0.191,0.0,0.809,80
480,The New York Times,A Prostitute Was Killed in France. Is a New Law Partly to Blame? https://t.co/bmp3PFRMJz,-0.7665,0.0,0.398,0.602,81
481,The New York Times,"In case you're listening to Robyn's new song, ""Honey,"" on repeat...  https://t.co/JG85JYu0RX",0.0,0.0,0.0,1.0,82
482,The New York Times,Scientists reported the first discovery of all-female termite societies — researchers did not find a single male https://t.co/wSUj2xJy05,0.0,0.0,0.0,1.0,83
483,The New York Times,"RT @HernandezJavier: The young activists are model students &amp; ardent communists, singing socialist anthems and quoting Mao. But China's lea…",0.2617,0.097,0.0,0.903,84
484,The New York Times,"Lady Gaga and Bradley Cooper are in the sha-ha-sha-hallow, and Lil Wayne's long-delayed album is here. Here's the w… https://t.co/PKWMDlw9Cw",0.0,0.0,0.0,1.0,85
485,The New York Times,Good science means publishing negative results. It doesn't happen nearly enough. https://t.co/bDl1g2jQTG,-0.2023,0.175,0.223,0.602,86
486,The New York Times,RT @NYTScience: Research into these termite colonies in Japan is the first to demonstrate that males can be discarded from advanced societi…,-0.1027,0.082,0.098,0.82,87
487,The New York Times,"Social Security faces a projected shortfall in about 16 years, when benefits would be cut by roughly 20%. Lawmakers… https://t.co/2NMThx4CH0",0.4404,0.216,0.091,0.693,88
488,The New York Times,"In a world that relentlessly enforces limits, the love of a pet is a refuge for unconstrained emotion, especially f… https://t.co/9EUUOR1Mgl",0.6369,0.198,0.0,0.802,89
489,The New York Times,"A tsunami kills dozens in Indonesia, and an aid worker fears the toll will rise: “I’m worried about people who migh… https://t.co/f6YPK34FKh",-0.8176,0.0,0.321,0.679,90
490,The New York Times,"By the time it closes, it will be the 25th-longest-running Broadway production in history https://t.co/W6UiJdZAFn",0.0,0.0,0.0,1.0,91
491,The New York Times,"Marty Balin, a Founder of Jefferson Airplane, Dies at 76 https://t.co/IEviiYSSJb",0.0,0.0,0.0,1.0,92
492,The New York Times,"RT @nytpolitics: Representative Duncan Hunter has released a startling attack against his Democratic challenger, suggesting that he is an I…",-0.3182,0.128,0.142,0.731,93
493,The New York Times,"While many NASA astronauts have auctioned off items decades ago, “Neil Armstrong never did that,” an auction offici… https://t.co/eaErJ25Fx2",0.0,0.0,0.0,1.0,94
494,The New York Times,"RT @mmcintire: NEW: “What emerges is the image of a skilled lawyer who, when pressed on difficult subjects, sometimes crafted responses tha…",-0.3612,0.0,0.111,0.889,95
495,The New York Times,"International readers from South Africa to Scotland told us that they watched the Kavanaugh hearing: ""I don’t think… https://t.co/vPeubxVAx2",0.0,0.0,0.0,1.0,96
496,The New York Times,RT @dgelles: NEW: The story behind the lawsuit with details of the proposed settlement that Elon rejected. w ⁦@MattGoldstein26⁩ ⁦@FlitterOn…,-0.6369,0.0,0.234,0.766,97
497,The New York Times,The Yankees have clinched home-field advantage for Wednesday’s American League wild-card playoff game against the O… https://t.co/UGsXFGC2KD,0.25,0.111,0.0,0.889,98
498,The New York Times,"How the FBI will investigate the Kavanaugh accusations
https://t.co/Ak24Cp4Ppz",-0.3182,0.0,0.223,0.777,99
499,The New York Times,"RT @nytgraphics: The Senate testimony of Christine Blasey Ford and Judge Brett M. Kavanaugh, the man she alleges assaulted her while they w…",-0.5267,0.0,0.134,0.866,100
